set2_id,DataVizRoles_Freelance,DataVizRoles_Employee,DataVizRoles_Hobbyist,DataVizRoles_Student,DataVizRoles_Academic,DataVizRoles_PassiveIncome,DataVizRoles_PreferNot,WorkSituRecent,WorkSituPreferred,RoleAsFreelance,RoleAsEmployee,OrgSector_,OrgSector_Public,OrgSector_Private,OrgSector_Nonprofit,OrgSector_Academia,OrgSector_Other__,OrgIndustry_,OrgIndustry_Finance,OrgIndustry_HealthMed,OrgIndustry_IT,OrgIndustry_Journalism,OrgIndustry_Marketing,OrgIndustry_ConsultantMulti,OrgIndustry_Other__,AcadArea,AcadDataVizUse_,AcadDataVizUse_ShareFindings,AcadDataVizUse_TeachDataViz,AcadDataVizUse_ResearchTopic,AcadDataVizUse_OtherTeaching,AcadDataVizUse_Other__,StudentTime,StudentDegreeLevel,StudentDataVizTaught,StudentDegreeArea__,HobbyTime,Hobby,HobbyEnjoyment,HobbyPortfolio,HobbyVolunteer,HobbyShareMessages,HobbyBuildSkills,EducLevel,EducUndergradArea_,EducUndergradArea_ArtsHumanities,EducUndergradArea_Business,EducUndergradArea_Education,EducUndergradArea_HealthMed,EducUndergradArea_PublicSocialServices,EducUndergradArea_ScienceMathTech,EducUndergradArea_SocialSciences,EducUndergradArea_TradesPersonalServices,EducUndergradArea_MultiInterdisc,EducUndergradArea_Other__,EducGradArea_,EducGradArea_ArtsHumanities,EducGradArea_Business,EducGradArea_Education,EducGradArea_HealthMed,EducGradArea_PublicSocialServices,EducGradArea_ScienceMathTech,EducGradArea_SocialSciences,EducGradArea_TradesPersonalServices,EducGradArea_MultiInterdisc,EducGradArea_Other__,DVSMembership
mdmf,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],Hybrid,Hybrid,[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],"Science, Math, and Technology",4,x,x,x,x,[^not chosen],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],"Doctoral degree (e.g., PhD, EdD, PsyD)",1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Yes
yWMP,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Hybrid,Hybrid,"Leadership (Manager, Director, VP, etc.)",[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Master’s (or similar graduate degree),1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],No
JJBD,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Hybrid,Hybrid,"Leadership (Manager, Director, VP, etc.)",[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Master’s (or similar graduate degree),2,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],2,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Yes
zjGP,[^not chosen],x,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],Hybrid,Hybrid,[\unasked],Analyst,1,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Education,Social Sciences,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Master’s (or similar graduate degree),3,x,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],I don’t know
wyPs,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Hybrid,Hybrid,[\unasked],"Leadership (Manager, Director, VP, etc.)",1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],2,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],city government,[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Master’s (or similar graduate degree),1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],No
GZpM,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Hybrid,Hybrid,[\unasked],None of these describes my role,1,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Education,[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],"Doctoral degree (e.g., PhD, EdD, PsyD)",1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Communications,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],No
ruaW,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Hybrid,Hybrid,Engineer,[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Master’s (or similar graduate degree),1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],No
ADgS,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Hybrid,Hybrid,[\unasked],None of these describes my role,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Education,[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Master’s (or similar graduate degree),2,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],No
Lryg,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Hybrid,Hybrid,[\unasked],Analyst,3,x,[^not chosen],x,x,[^not chosen],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Master’s (or similar graduate degree),1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],No
lUvQ,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Hybrid,Hybrid,[\unasked],None of these describes my role,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Public Health,[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Master’s (or similar graduate degree),1,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],1,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],No
NAKw,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Hybrid,Hybrid,[\unasked],Analyst,2,x,[^not chosen],[^not chosen],x,[^not chosen],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Education,[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Master’s (or similar graduate degree),1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Museum and Field Studies,Yes
cUsY,[^not chosen],x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Hybrid,Hybrid,[\unasked],Analyst,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Philanthropy,[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],5 hours or less,4,Sometimes,Rarely,Never,Sometimes,Sometimes,Bachelor’s degree,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],0,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],No
yzTy,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],On site (fully or mostly),Hybrid,[\unasked],Analyst,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Criminal Justice,[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],"Doctoral degree (e.g., PhD, EdD, PsyD)",2,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],2,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],No
avgz,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],On site (fully or mostly),Hybrid,[\unasked],Analyst,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Master’s (or similar graduate degree),1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Humanities - Journalism and Communication,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Health Education,No
pcEt,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Hybrid,Hybrid,[\unasked],Analyst,2,x,[^not chosen],x,[^not chosen],[^not chosen],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],"Doctoral degree (e.g., PhD, EdD, PsyD)",1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],2,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],No
omOu,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Hybrid,Hybrid,[\unasked],Analyst,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Social services,[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Master’s (or similar graduate degree),1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],No
NdXx,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Hybrid,Hybrid,[\unasked],Analyst,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],social services; military services,[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],"Doctoral degree (e.g., PhD, EdD, PsyD)",1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],2,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Yes
Uysm,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not answered],Hybrid,[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],5 hours or less,2,Rarely,Never,Never,Never,Rarely,Master’s (or similar graduate degree),1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],No
TRKI,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],Remote (fully or mostly),Hybrid,[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Part time,Graduate/Master’s,"Yes, in a required course",Data analysis and Visualization,[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Bachelor’s degree,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],0,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Yes
NUbL,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Hybrid,Hybrid,[\unasked],Analyst,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Transportation,[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Bachelor’s degree,1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],0,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Yes
IgbP,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Hybrid,Hybrid,[\unasked],"Leadership (Manager, Director, VP, etc.)",1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],"Doctoral degree (e.g., PhD, EdD, PsyD)",1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Yes
amkR,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Hybrid,Hybrid,[\unasked],Analyst,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Master’s (or similar graduate degree),2,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],No
QvhH,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Remote (fully or mostly),Hybrid,[\unasked],Designer,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Research,[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Master’s (or similar graduate degree),3,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],x,[^not chosen],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Data Visualization,Yes
dzhH,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],On site (fully or mostly),Hybrid,[\unasked],"Leadership (Manager, Director, VP, etc.)",1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Master’s (or similar graduate degree),3,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],x,[^not chosen],2,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],x,[^not chosen],Yes
qwYR,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Hybrid,Hybrid,[\unasked],Journalist,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],1,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Master’s (or similar graduate degree),1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Yes
ZFYN,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Hybrid,Hybrid,[\unasked],Designer,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Bachelor’s degree,1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],0,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Yes
mCRg,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],On site (fully or mostly),Hybrid,[\unasked],"Leadership (Manager, Director, VP, etc.)",1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Manufacturing,[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Bachelor’s degree,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],0,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],No
HKGf,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],Hybrid,Hybrid,[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Arts and Humanities,2,[^not chosen],x,x,[^not chosen],[^not chosen],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],"Doctoral degree (e.g., PhD, EdD, PsyD)",2,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Visual Communication,2,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Consumer behavior; visual communication; history/theory of data vis,Yes
vAvn,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],Hybrid,Hybrid,[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Multi-/Interdisciplinary Studies,1,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Master’s (or similar graduate degree),1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],I don’t know
tVfi,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Hybrid,Hybrid,[\unasked],"Leadership (Manager, Director, VP, etc.)",1,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Master’s (or similar graduate degree),1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],2,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],Yes
FsKk,x,[^not chosen],[^not chosen],x,x,[^not chosen],[^not chosen],Hybrid,Hybrid,Engineer,[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],"Science, Math, and Technology",3,x,x,x,[^not chosen],[^not chosen],Full time,PhD/Doctorate,"Yes, in an elective course",Computer Science,[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Bachelor’s degree,2,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],0,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],Yes
xfWz,[^not chosen],x,[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],Remote (fully or mostly),Hybrid,[\unasked],Developer,1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],1,x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],"Science, Math, and Technology",1,[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],0,[\unasked],[\unasked],[\unasked],[\unasked],[\unasked],Master’s (or similar graduate degree),1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],1,[^not chosen],[^not chosen],[^not chosen],[^not chosen],[^not chosen],x,[^not chosen],[^not chosen],[^not chosen],[^not chosen],No
